id,user_id,action,resource,resource_id,ip_address,success,timestamp
100,457,API_KEY_CREATE,api_keys,149,10.2.1.101,True,2023-10-04 11:39:08
101,390,REPORT_DOWNLOAD,users,31,10.0.148.182,True,2023-01-02 16:35:25
102,289,DATA_EXPORT,clients,141,10.0.61.139,True,2023-05-12 08:53:54
103,28,DATA_EXPORT,configs,144,10.2.76.103,True,2023-02-28 22:22:10
104,394,CONFIG_CHANGE,configs,1,10.3.63.203,True,2023-03-23 17:19:22
105,276,DATA_EXPORT,reports,171,10.2.17.119,True,2023-10-18 02:52:37
106,458,BACKUP_TRIGGER,clients,133,10.3.232.23,True,2023-03-27 03:39:37
107,600,USER_DELETE,users,153,10.0.188.133,True,2023-02-09 04:41:46
108,309,ADMIN_ACCESS,clients,187,10.1.211.44,True,2023-08-14 01:09:44
109,212,PASSWORD_CHANGE,contracts,86,10.2.195.172,True,2023-03-08 13:48:14
110,514,USER_CREATE,reports,112,10.2.196.152,True,2023-09-22 15:20:18
111,318,INVOICE_DOWNLOAD,reports,2,10.3.80.4,True,2023-04-18 16:02:22
112,29,LOGOUT,backups,107,10.1.203.16,False,2023-03-11 15:17:13
113,449,PROFILE_UPDATE,clients,108,10.0.118.193,True,2023-05-18 06:00:52
114,520,CONFIG_CHANGE,configs,35,10.3.200.145,True,2023-02-17 08:37:11
115,391,BACKUP_TRIGGER,configs,20,10.0.141.112,True,2023-09-04 12:58:38
116,173,BACKUP_TRIGGER,invoices,45,10.3.204.86,True,2023-06-01 19:05:07
117,432,ADMIN_ACCESS,backups,136,10.0.118.180,True,2023-01-03 02:16:22
118,319,ADMIN_ACCESS,reports,173,10.1.84.251,False,2023-03-14 05:46:52
119,53,CONFIG_CHANGE,contracts,52,10.0.102.219,True,2023-04-12 02:41:28
120,605,API_KEY_CREATE,contracts,139,10.0.161.146,True,2023-10-05 14:22:21
121,69,BACKUP_TRIGGER,reports,49,10.0.91.173,False,2023-03-22 06:03:26
122,527,USER_DELETE,logs,95,10.1.157.31,True,2023-05-13 08:54:10
123,614,REPORT_DOWNLOAD,configs,145,10.2.202.236,False,2023-08-25 09:56:46
124,337,DATA_EXPORT,invoices,31,10.0.178.250,True,2023-02-12 09:10:07
125,121,PERMISSION_CHANGE,logs,127,10.3.199.185,True,2023-02-01 10:03:57
126,110,PERMISSION_CHANGE,backups,191,10.0.251.237,True,2023-10-18 03:29:55
127,594,LOGOUT,contracts,10,10.1.89.178,True,2023-02-13 23:18:01
128,208,ADMIN_ACCESS,api_keys,42,10.1.105.243,True,2023-07-19 05:27:06
129,582,DATA_EXPORT,configs,109,10.1.226.76,False,2023-01-28 03:31:01
130,194,CONFIG_CHANGE,clients,77,10.0.235.219,True,2023-01-22 06:02:32
131,546,LOGIN,configs,110,10.0.133.122,True,2023-02-10 09:37:03
132,147,CONFIG_CHANGE,clients,138,10.0.26.150,True,2023-08-13 02:05:43
133,528,USER_DELETE,users,159,10.2.139.49,True,2023-06-27 12:34:46
134,182,CONFIG_CHANGE,backups,49,10.3.241.6,True,2023-05-20 07:26:04
135,42,PERMISSION_CHANGE,api_keys,70,10.2.224.214,True,2023-06-08 21:58:40
136,49,PASSWORD_CHANGE,reports,37,10.1.110.67,True,2023-04-24 13:47:15
137,104,BACKUP_TRIGGER,configs,16,10.0.182.54,True,2023-06-08 00:24:30
138,163,PASSWORD_CHANGE,backups,153,10.2.75.126,True,2023-04-17 23:30:39
139,300,INVOICE_DOWNLOAD,reports,61,10.3.114.91,True,2023-09-07 08:03:22
140,8,API_KEY_CREATE,reports,166,10.3.177.43,False,2023-03-24 17:36:02
141,268,PERMISSION_CHANGE,users,34,10.0.40.180,True,2023-09-22 23:33:23
142,459,CONTRACT_VIEW,logs,80,10.3.80.89,False,2023-02-07 07:17:42
143,310,PASSWORD_CHANGE,contracts,153,10.1.11.244,False,2023-06-18 14:30:48
144,280,USER_CREATE,configs,71,10.3.123.76,False,2023-07-19 16:41:31
145,484,USER_CREATE,clients,139,10.1.190.136,True,2023-07-19 14:31:09
146,38,INVOICE_DOWNLOAD,configs,69,10.1.163.136,True,2023-04-27 04:52:49
147,610,USER_CREATE,users,35,10.1.45.187,True,2023-04-09 22:22:37
148,393,API_KEY_CREATE,backups,9,10.1.225.26,False,2023-02-15 11:03:01
149,92,PERMISSION_CHANGE,logs,183,10.0.11.133,False,2023-10-05 11:03:59
150,304,API_KEY_CREATE,users,63,10.2.239.118,False,2023-07-18 08:28:15
151,437,API_KEY_CREATE,logs,200,10.2.185.66,True,2023-04-24 08:23:46
152,339,DATA_EXPORT,reports,61,10.0.253.53,True,2023-09-04 01:41:07
153,565,PROFILE_UPDATE,reports,34,10.1.61.6,True,2023-10-21 19:28:44
154,4,CONFIG_CHANGE,api_keys,25,10.0.231.191,False,2023-08-13 12:23:10
155,446,LOGOUT,api_keys,66,10.0.0.103,True,2023-04-27 11:36:55
156,137,USER_CREATE,reports,165,10.2.164.109,True,2023-10-14 13:26:59
157,109,CONFIG_CHANGE,backups,146,10.2.143.50,True,2023-04-22 00:31:25
158,102,USER_DELETE,clients,184,10.2.241.232,True,2023-10-18 06:22:17
159,146,DATA_EXPORT,contracts,149,10.3.94.98,True,2023-06-13 12:53:57
160,496,USER_CREATE,invoices,121,10.3.144.68,True,2023-06-24 08:59:26
161,458,PROFILE_UPDATE,users,68,10.3.222.198,True,2023-05-09 12:27:50
162,306,DATA_EXPORT,clients,49,10.1.195.143,False,2023-10-15 01:08:40
163,426,PASSWORD_CHANGE,invoices,112,10.3.22.28,True,2023-05-01 05:01:28
164,275,BACKUP_TRIGGER,contracts,20,10.1.134.140,True,2023-06-24 23:39:43
165,126,LOGIN,users,64,10.0.242.41,True,2023-09-23 01:11:44
166,54,PERMISSION_CHANGE,configs,85,10.2.188.160,True,2023-05-20 04:30:15
167,464,ADMIN_ACCESS,backups,138,10.3.20.29,True,2023-08-03 15:58:41
168,402,ADMIN_ACCESS,users,189,10.3.168.86,False,2023-10-22 12:22:48
169,351,DATA_EXPORT,users,147,10.1.73.219,True,2023-07-05 18:47:09
170,237,REPORT_DOWNLOAD,clients,158,10.0.18.43,False,2023-07-09 21:54:27
171,536,API_KEY_CREATE,users,63,10.0.10.131,True,2023-06-16 09:54:38
172,481,USER_CREATE,clients,184,10.0.25.93,True,2023-10-07 16:45:08
173,220,LOGOUT,reports,23,10.3.124.175,False,2023-07-03 16:53:51
174,383,PASSWORD_CHANGE,invoices,190,10.2.185.46,True,2023-10-11 00:38:33
175,376,DATA_EXPORT,clients,38,10.3.100.102,True,2023-07-18 13:35:46
176,200,BACKUP_TRIGGER,invoices,63,10.3.45.2,True,2023-07-20 00:44:05
177,113,INVOICE_DOWNLOAD,invoices,83,10.0.154.199,True,2023-01-08 13:56:21
178,40,PASSWORD_CHANGE,api_keys,181,10.2.178.124,False,2023-06-02 05:01:57
179,391,USER_DELETE,contracts,53,10.0.94.35,True,2023-06-02 23:34:52
180,310,CONTRACT_VIEW,backups,25,10.2.42.80,True,2023-08-18 16:46:08
181,114,ADMIN_ACCESS,logs,24,10.2.215.182,True,2023-03-03 23:46:45
182,76,PERMISSION_CHANGE,configs,186,10.0.58.4,True,2023-08-19 14:09:21
183,46,CONFIG_CHANGE,api_keys,144,10.3.46.169,True,2023-09-09 15:55:03
184,450,API_KEY_CREATE,reports,115,10.0.89.229,True,2023-04-18 00:55:56
185,177,LOGIN,users,182,10.0.175.2,True,2023-03-27 20:38:27
186,241,CONFIG_CHANGE,invoices,118,10.0.2.72,True,2023-01-13 20:45:37
187,62,CONFIG_CHANGE,reports,112,10.3.239.141,False,2023-03-24 16:24:21
188,154,INVOICE_DOWNLOAD,contracts,46,10.0.64.137,True,2023-10-03 09:50:33
189,384,PERMISSION_CHANGE,api_keys,178,10.2.17.72,True,2023-07-05 10:41:31
190,80,PROFILE_UPDATE,logs,173,10.0.38.139,False,2023-09-10 21:52:10
191,460,CONFIG_CHANGE,users,69,10.3.78.163,True,2023-06-17 08:51:22
192,377,BACKUP_TRIGGER,users,151,10.1.196.236,True,2023-10-13 04:41:11
193,140,INVOICE_DOWNLOAD,invoices,196,10.1.248.254,False,2023-10-02 20:44:31
194,567,BACKUP_TRIGGER,logs,9,10.3.104.126,False,2023-01-07 14:36:14
195,150,USER_CREATE,users,96,10.3.19.57,True,2023-03-18 13:08:56
196,209,REPORT_DOWNLOAD,backups,41,10.2.70.96,True,2023-06-20 14:19:55
197,498,CONTRACT_VIEW,users,78,10.0.45.74,True,2023-03-14 10:02:27
198,148,USER_CREATE,configs,79,10.3.183.105,True,2023-08-06 02:36:24
199,368,LOGOUT,clients,29,10.1.156.36,True,2023-04-20 20:14:12
200,193,PASSWORD_CHANGE,configs,164,10.1.85.51,True,2023-03-19 22:37:37
201,542,BACKUP_TRIGGER,logs,108,10.2.172.193,True,2023-03-08 18:12:33
202,131,CONTRACT_VIEW,backups,64,10.3.40.180,False,2023-07-10 12:13:32
203,105,USER_CREATE,invoices,48,10.2.174.183,True,2023-10-12 07:11:30
204,177,REPORT_DOWNLOAD,contracts,158,10.0.237.18,False,2023-03-28 05:34:10
205,115,API_KEY_CREATE,contracts,186,10.1.173.118,True,2023-04-22 08:56:29
206,547,USER_DELETE,invoices,42,10.3.215.81,True,2023-02-20 06:13:06
207,229,INVOICE_DOWNLOAD,invoices,142,10.0.14.29,True,2023-08-16 14:21:45
208,414,REPORT_DOWNLOAD,backups,27,10.1.120.94,False,2023-01-20 14:17:51
209,306,BACKUP_TRIGGER,clients,117,10.0.142.67,True,2023-03-26 15:06:24
210,187,PERMISSION_CHANGE,configs,55,10.1.244.106,True,2023-03-15 05:27:29
211,416,USER_CREATE,reports,128,10.2.131.224,True,2023-05-09 10:43:50
212,144,USER_DELETE,reports,150,10.3.80.34,True,2023-06-21 19:09:59
213,307,USER_CREATE,reports,191,10.0.25.166,True,2023-03-11 09:20:20
214,363,PASSWORD_CHANGE,clients,5,10.1.202.124,False,2023-09-10 20:58:03
215,311,PROFILE_UPDATE,users,129,10.3.214.161,True,2023-08-11 03:36:37
216,179,ADMIN_ACCESS,clients,99,10.1.255.250,False,2023-10-21 10:01:47
217,549,REPORT_DOWNLOAD,reports,196,10.3.113.74,False,2023-07-25 09:11:38
218,457,USER_DELETE,backups,199,10.3.193.97,True,2023-01-21 15:12:07
219,48,API_KEY_CREATE,api_keys,13,10.3.246.22,False,2023-10-22 15:54:32
220,438,PASSWORD_CHANGE,reports,30,10.1.83.3,False,2023-06-22 10:00:21
221,75,REPORT_DOWNLOAD,reports,185,10.0.157.107,True,2023-08-05 06:52:15
222,44,USER_DELETE,invoices,65,10.0.153.82,False,2023-06-17 11:50:55
223,425,PASSWORD_CHANGE,contracts,180,10.0.123.103,False,2023-01-15 07:12:58
224,354,DATA_EXPORT,logs,110,10.3.23.39,False,2023-01-27 08:30:22
225,42,INVOICE_DOWNLOAD,backups,14,10.0.48.46,True,2023-02-09 12:30:14
226,130,REPORT_DOWNLOAD,configs,70,10.2.183.123,True,2023-07-20 13:35:21
227,173,USER_DELETE,contracts,144,10.1.232.228,True,2023-10-23 00:43:15
228,502,CONTRACT_VIEW,configs,22,10.2.16.184,True,2023-06-06 22:24:59
229,467,PROFILE_UPDATE,contracts,41,10.3.1.69,False,2023-05-19 04:47:49
230,98,REPORT_DOWNLOAD,users,29,10.2.93.111,True,2023-06-23 23:45:01
231,71,INVOICE_DOWNLOAD,invoices,73,10.2.10.74,True,2023-07-03 07:41:50
232,232,USER_DELETE,configs,80,10.0.242.216,True,2023-06-06 02:48:31
233,447,INVOICE_DOWNLOAD,api_keys,68,10.3.157.119,False,2023-05-14 18:21:48
234,195,BACKUP_TRIGGER,clients,176,10.1.208.211,True,2023-10-13 03:56:08
235,236,CONFIG_CHANGE,reports,138,10.1.132.91,True,2023-06-13 11:55:43
236,364,CONTRACT_VIEW,invoices,144,10.2.174.89,True,2023-10-05 01:29:52
237,310,INVOICE_DOWNLOAD,reports,140,10.1.215.110,True,2023-03-11 17:44:44
238,49,PROFILE_UPDATE,logs,151,10.2.219.162,False,2023-09-07 05:44:35
239,52,BACKUP_TRIGGER,reports,134,10.1.43.162,True,2023-10-02 18:19:42
240,200,PERMISSION_CHANGE,logs,127,10.1.126.173,False,2023-08-06 18:46:55
241,180,ADMIN_ACCESS,api_keys,88,10.2.214.67,False,2023-06-14 14:48:30
242,364,LOGOUT,clients,119,10.3.82.166,True,2023-10-03 15:23:55
243,465,PERMISSION_CHANGE,users,80,10.1.223.149,True,2023-02-08 04:03:11
244,410,REPORT_DOWNLOAD,configs,83,10.3.214.42,True,2023-02-06 00:30:58
245,88,DATA_EXPORT,contracts,112,10.1.176.131,True,2023-07-09 19:54:42
246,305,DATA_EXPORT,contracts,50,10.1.253.219,True,2023-08-10 00:57:33
247,156,ADMIN_ACCESS,logs,107,10.0.16.60,False,2023-07-08 13:35:18
248,178,BACKUP_TRIGGER,backups,198,10.2.224.54,True,2023-10-13 04:35:51
249,75,CONTRACT_VIEW,configs,140,10.2.120.194,False,2023-04-19 06:27:00
250,293,LOGOUT,users,160,10.2.161.201,True,2023-02-05 12:57:37
251,496,PERMISSION_CHANGE,contracts,111,10.0.70.43,False,2023-05-14 15:33:37
252,368,CONTRACT_VIEW,configs,187,10.0.109.161,True,2023-01-17 06:27:36
253,491,CONTRACT_VIEW,configs,107,10.3.186.27,True,2023-05-06 22:24:55
254,424,DATA_EXPORT,contracts,51,10.3.42.62,False,2023-07-22 00:14:01
255,323,PASSWORD_CHANGE,configs,181,10.0.135.216,True,2023-01-01 05:54:36
256,60,LOGIN,logs,176,10.2.116.138,True,2023-09-10 19:01:42
257,305,ADMIN_ACCESS,invoices,19,10.0.154.218,True,2023-08-09 02:03:46
258,608,LOGIN,invoices,1,10.0.109.22,True,2023-10-23 13:27:52
259,387,BACKUP_TRIGGER,clients,29,10.3.61.81,True,2023-04-04 16:29:21
260,212,LOGIN,reports,174,10.1.68.184,True,2023-09-11 16:56:27
261,301,PROFILE_UPDATE,configs,126,10.1.28.171,False,2023-05-09 15:07:44
262,276,USER_DELETE,backups,28,10.2.244.125,True,2023-07-16 16:47:24
263,559,DATA_EXPORT,invoices,15,10.1.208.229,False,2023-09-12 12:00:59
264,577,PROFILE_UPDATE,clients,94,10.2.58.51,True,2023-07-25 17:17:53
265,350,DATA_EXPORT,logs,86,10.0.41.250,True,2023-06-18 12:03:06
266,586,REPORT_DOWNLOAD,contracts,49,10.1.45.163,False,2023-02-07 23:03:13
267,122,LOGIN,reports,108,10.1.27.55,True,2023-04-04 04:20:55
268,187,USER_DELETE,invoices,46,10.3.153.2,False,2023-07-17 16:43:58
269,348,INVOICE_DOWNLOAD,backups,171,10.3.152.244,True,2023-03-11 09:33:05
270,617,DATA_EXPORT,users,18,10.1.234.57,False,2023-04-26 08:56:22
271,477,USER_CREATE,invoices,198,10.0.226.191,True,2023-09-17 10:52:22
272,3,PROFILE_UPDATE,clients,11,10.3.198.177,False,2023-01-25 07:59:24
273,294,DATA_EXPORT,users,37,10.0.196.222,True,2023-03-14 10:31:31
274,283,CONFIG_CHANGE,logs,177,10.1.249.67,False,2023-02-26 23:02:07
275,122,API_KEY_CREATE,clients,115,10.2.51.139,True,2023-06-14 11:41:46
276,127,ADMIN_ACCESS,invoices,113,10.2.52.39,True,2023-04-14 02:15:05
277,615,PERMISSION_CHANGE,backups,43,10.2.209.125,True,2023-05-09 12:29:01
278,54,BACKUP_TRIGGER,logs,69,10.2.147.92,True,2023-10-19 13:13:34
279,298,DATA_EXPORT,logs,36,10.3.171.145,False,2023-03-13 20:55:19
280,74,PROFILE_UPDATE,configs,80,10.1.87.73,True,2023-05-07 17:14:14
281,609,REPORT_DOWNLOAD,users,146,10.3.159.135,True,2023-04-01 22:41:53
282,162,LOGIN,clients,19,10.3.209.17,True,2023-09-24 20:26:43
283,212,INVOICE_DOWNLOAD,logs,68,10.3.251.137,False,2023-09-08 03:06:30
284,261,CONFIG_CHANGE,clients,27,10.2.141.135,True,2023-02-22 02:29:52
285,334,CONFIG_CHANGE,clients,146,10.0.103.122,True,2023-01-20 21:00:59
286,170,API_KEY_CREATE,logs,56,10.2.185.62,True,2023-02-13 15:09:44
287,150,LOGIN,configs,34,10.0.227.68,False,2023-07-25 22:24:14
288,199,PROFILE_UPDATE,backups,6,10.2.44.194,True,2023-09-28 00:40:51
289,590,LOGIN,contracts,64,10.3.97.95,True,2023-07-22 22:31:37
290,297,PASSWORD_CHANGE,logs,11,10.0.81.160,True,2023-10-13 11:11:26
291,556,PROFILE_UPDATE,invoices,159,10.0.10.172,False,2023-04-17 04:59:56
292,434,INVOICE_DOWNLOAD,invoices,62,10.0.161.26,True,2023-08-28 22:30:37
293,177,ADMIN_ACCESS,reports,151,10.1.187.208,True,2023-09-09 16:25:39
294,379,CONTRACT_VIEW,configs,67,10.3.209.129,True,2023-05-06 03:03:46
295,41,PASSWORD_CHANGE,api_keys,2,10.1.111.177,True,2023-05-10 07:54:49
296,195,ADMIN_ACCESS,users,23,10.0.199.231,False,2023-07-19 18:21:21
297,144,CONTRACT_VIEW,reports,183,10.1.101.172,False,2023-01-04 18:39:29
298,153,LOGIN,backups,165,10.2.63.169,True,2023-02-18 15:06:13
299,296,REPORT_DOWNLOAD,configs,33,10.3.109.217,True,2023-10-04 19:22:08
300,587,PROFILE_UPDATE,configs,51,10.2.203.220,True,2023-10-04 06:13:31
301,194,REPORT_DOWNLOAD,clients,29,10.1.247.53,True,2023-06-20 07:04:30
302,406,INVOICE_DOWNLOAD,logs,58,10.2.160.84,False,2023-03-16 19:25:11
303,136,LOGIN,configs,137,10.1.212.165,True,2023-03-24 12:28:38
304,283,API_KEY_CREATE,users,91,10.2.44.68,True,2023-02-07 19:29:44
305,20,LOGOUT,invoices,79,10.0.131.31,False,2023-05-17 00:46:02
306,345,INVOICE_DOWNLOAD,invoices,19,10.0.163.134,True,2023-09-12 10:00:50
307,388,ADMIN_ACCESS,users,57,10.1.245.115,True,2023-06-28 12:54:14
308,274,API_KEY_CREATE,clients,88,10.3.88.176,False,2023-10-02 09:49:13
309,311,DATA_EXPORT,clients,35,10.0.71.88,True,2023-07-02 19:19:24
310,591,CONTRACT_VIEW,logs,26,10.1.70.172,False,2023-10-02 09:27:14
311,222,USER_DELETE,invoices,43,10.0.182.115,True,2023-09-12 07:38:31
312,141,USER_DELETE,clients,76,10.0.240.109,False,2023-08-06 19:07:52
313,334,USER_DELETE,users,128,10.1.72.241,True,2023-02-23 23:26:50
314,31,PERMISSION_CHANGE,clients,3,10.0.136.92,True,2023-07-25 04:53:28
315,430,USER_CREATE,reports,137,10.1.183.115,True,2023-06-04 23:14:06
316,6,API_KEY_CREATE,api_keys,160,10.2.66.102,False,2023-06-18 03:55:59
317,508,USER_CREATE,invoices,162,10.0.1.102,False,2023-08-07 12:51:52
318,414,CONFIG_CHANGE,backups,189,10.0.8.111,True,2023-03-03 12:31:45
319,113,API_KEY_CREATE,contracts,200,10.3.10.130,True,2023-02-21 00:49:07
320,328,USER_DELETE,reports,159,10.0.216.51,True,2023-03-02 01:16:26
321,602,DATA_EXPORT,users,62,10.3.199.102,True,2023-01-07 06:38:31
